Title,Genre,Tags,withDLC,isMature,Franchise,ReleaseDate,Developer,Publisher,Languages,PositiveReviews,TotalReviews,NegativeReviews,OriginalPrice,DiscountPercent
,,,,,,,,,,,,,"129.000,00₫",
Wasteland 2: Director's Cut,"Adventure, Indie, RPG, Strategy","RPG, Post-apocalyptic, Turn-Based, Strategy, Tactical, Adventure, Isometric, CRPG, Singleplayer, Kickstarter, Open World, Indie, Turn-Based Strategy, Sci-fi, Survival, Crowdfunded, Atmospheric, Exploration, Old School, Action RPG",False,False,,"18 Sep, 2014",inXile Entertainment,inXile Entertainment,"English, French, German, Spanish - Spain, Polish, Russian, Italian, Turkish","(6,587)","(7,991)","(1,404)","250.000,00₫",-75%
,,,,,,,,,,,,,"73.500,00₫",-50%
eSail Sailing Simulator,"Racing, Simulation, Sports","Simulation, Sports, Racing, Sailing",True,False,,"26 Mar, 2019",eSail Ltd.,,"English, French, Russian, German, Italian, Spanish - Spain, Dutch, Greek, Turkish",547,581,34,"445.000,00₫",-15%
After Us,Adventure,"Adventure, Platformer, Puzzle, Exploration, 3D, Third Person, Atmospheric, Emotional, Singleplayer, Surreal, Female Protagonist, Controller",True,False,Private Division,"23 May, 2023",Piccolo,Private Division,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish, Catalan",179,209,30,"385.000,00₫",-50%
RPG Maker VX Ace,"Adventure, RPG, Design & Illustration, Education, Web Publishing, Game Development","Game Development, RPG, RPGMaker, Design & Illustration, Software, GameMaker, Anime, Web Publishing, Adventure, Fantasy, 2D, JRPG, Sandbox, Pixel Graphics, Programming, Education, Singleplayer, Action, Addictive, Indie",True,False,RPG Maker,"10 Dec, 2012",Gotcha Gotcha Games,Gotcha Gotcha Games,"English, French, German, Spanish - Spain, Italian, Portuguese - Brazil, Japanese","(4,134)","(4,384)",250,"820.000,00₫",-90%
The Chant,"Action, Adventure","Survival Horror, Psychological Horror, Horror, Action-Adventure, Supernatural, Third Person, Female Protagonist, 3D, Mystery, Realistic, Atmospheric, Drama, Emotional, Action, Adventure, Singleplayer, Open World, PvE, Story Rich, Exploration",True,True,The Chant,"3 Nov, 2022",Brass Token,Prime Matter,"English, French, Italian, German, Spanish - Spain, Traditional Chinese, Simplified Chinese, Korean, Polish, Russian, Spanish - Latin America, Turkish, Portuguese - Brazil, Japanese",395,490,95,"490.000,00₫",-70%
The Bunny Graveyard,"Action, Adventure, Indie","Action, Pixel Graphics, Horror, Action-Adventure, Psychological Horror, Top-Down, Puzzle, Cute, Point & Click, 2D, Survival Horror, Female Protagonist, Adventure, Cartoony, Fantasy, Lore-Rich, Retro, Story Rich, Episodic, Mystery",True,True,,"22 Sep, 2023",Pichon Games,Pichon Games,English,571,590,19,"102.000,00₫",-30%
Mount & Blade: With Fire & Sword,"Action, RPG","RPG, Open World, Medieval, Action, Strategy, Historical, Multiplayer, War, Sandbox, Singleplayer, Third Person, Adventure, Character Customization, First-Person, Moddable, Horses, Simulation, Action RPG, Based On A Novel, Indie",False,False,,"3 May, 2011",TaleWorlds Entertainment,TaleWorlds Entertainment,"English, French, Spanish - Spain, German, Turkish, Polish, Simplified Chinese, Traditional Chinese, Czech, Japanese","(11,385)","(12,923)","(1,538)","159.000,00₫",-75%
,,,,,,,,,,,,,"120.000,00₫",-40%
Undernauts: Labyrinth of Yomi,RPG,"RPG, Dungeon Crawler, JRPG, 2D, Turn-Based Combat, Dark, Singleplayer, Gore, Violent, Nudity, Grid-Based Movement, Party-Based RPG, First-Person",False,True,,"4 Nov, 2021",EXPERIENCE,Aksys Games,"English, Japanese",93,110,17,"480.000,00₫",-50%
Cricket 22,"Simulation, Sports","Simulation, Sports, 3D, Realistic, Family Friendly, Singleplayer, Controller, Multiplayer, Cricket, Co-op, Baseball, Online Co-Op, Management, Artificial Intelligence, Early Access, Immersive, Open World, Gambling, NSFW, Violent",False,False,Big Ant,"1 Dec, 2021",Big Ant Studios,Nacon,English,"(1,247)","(1,543)",296,"900.000,00₫",-50%
Dungeon of the ENDLESS™,"Adventure, Indie, RPG, Strategy","Roguelike, Strategy, Tower Defense, Pixel Graphics, Indie, RPG, Sci-fi, Dungeon Crawler, Adventure, Perma Death, Procedural Generation, Co-op, Resource Management, Difficult, Survival, Roguelite, Replay Value, Great Soundtrack, Singleplayer, 2D",True,False,AmplitudeStudios,"27 Oct, 2014",AMPLITUDE Studios,SEGA,"English, French, German","(11,281)","(13,122)","(1,841)","140.000,00₫",-80%
,,,,,,,,,,,,,"73.500,00₫",-50%
Taur,"Action, Indie, Strategy","Strategy, Tower Defense, Action, Indie, Base Building, Sci-fi, Singleplayer, RTS, Robots, Real Time Tactics, Futuristic, Tactical, War, Minimalist, Top-Down Shooter, Destruction, Automation, Atmospheric, Top-Down, Space",False,False,,"20 Feb, 2020",Echo Entertainment,Echo Entertainment,English,"(1,383)","(1,713)",330,"220.000,00₫",-40%
,,,,,,,,,,,,,"165.000,00₫",-70%
Monster Energy Supercross - The Official Videogame 6,"Racing, Sports","Racing, Sports, Simulation, Arcade, Bikes, Motorbike, Motocross, Multiplayer, Singleplayer, PvP, Local Multiplayer, eSports, Realistic, Split Screen, Character Customization, Physics, Family Friendly",True,False,,"9 Mar, 2023",Milestone S.r.l.,Milestone S.r.l.,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Spanish - Latin America",140,220,80,"799.000,00₫",-60%
Mega Man Legacy Collection 2,Action,"Action, Platformer, Classic, Great Soundtrack, Retro, 2D, Singleplayer, Difficult, Pixel Graphics, Side Scroller, Anime, Shooter, 1990's, Remake, Sci-fi, Robots",True,False,Mega Man,"8 Aug, 2017","CAPCOM CO., LTD","CAPCOM CO., LTD","English, French, Italian, German, Spanish - Spain, Traditional Chinese, Japanese","(1,044)","(1,204)",160,"276.000,00₫",-60%
DEEEER Simulator: Your Average Everyday Deer Game,"Action, Casual, Indie, Simulation","Exploration, Sandbox, Physics, Funny, Third Person, Cute, Parody, Surreal, Open World, Horses, Action, Simulation, Comedy, Casual, Fantasy, Memes, Adventure, Destruction, Singleplayer, Indie",True,False,PLAYISM,"23 Nov, 2021",Gibier Games,PLAYISM,"English, Japanese, Simplified Chinese, Traditional Chinese, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Korean","(3,025)","(3,301)",276,"165.000,00₫",-50%
Victor Vran ARPG,"Action, Adventure, Indie, RPG","Action RPG, Hack and Slash, RPG, Adventure, Co-op, Isometric, Action, Loot, Multiplayer, Dungeon Crawler, Indie, Local Co-Op, Controller, Fantasy, Singleplayer, Online Co-Op, Dark Fantasy, Top-Down, Difficult, Steampunk",True,False,,"24 Jul, 2015",Haemimont Games,Haemimont Games,"English, German, French, Italian, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Bulgarian, Hungarian, Japanese, Czech, Turkish, Simplified Chinese","(5,348)","(6,219)",871,"188.000,00₫",-75%
Creed: Rise to Glory™,"Action, Indie, Simulation, Sports","VR, Boxing, Fighting, Sports, Multiplayer, Action, Simulation, Indie",False,False,,"25 Sep, 2018",Survios,Survios,English,"(1,464)","(1,852)",388,"250.000,00₫",-70%
Valkyria Chronicles™,"Action, RPG, Strategy","Anime, Strategy, Turn-Based, Story Rich, JRPG, RPG, Tactical, Singleplayer, Strategy RPG, Great Soundtrack, Tactical RPG, War, Tanks, Third Person, Turn-Based Strategy, Action, World War II, Romance, Female Protagonist, Classic",False,False,,"11 Nov, 2014",SEGA,SEGA,"English, Japanese","(11,197)","(12,376)","(1,179)","188.000,00₫",-75%
Death Roads: Tournament,"Indie, Racing, Strategy","Strategy, Turn-Based Combat, Roguelike Deckbuilder, Card Game, Racing, Indie, Roguelite, Roguelike, Deckbuilding, Card Battler, Turn-Based Tactics, Vehicular Combat, Combat Racing, Post-apocalyptic, Singleplayer, Stylized, Procedural Generation, 2D, Perma Death, Turn-Based Strategy",False,False,,"15 Nov, 2023",The Knights of Unity,The Knights of Unity,"English, French, German, Spanish - Spain, Simplified Chinese, Polish, Portuguese - Brazil",331,424,93,"205.000,00₫",-30%
,,,False,False,,,,,,,,,"944.000,00₫",-59%
INMOST,"Adventure, Indie","Indie, Pixel Graphics, Adventure, Exploration, Story Rich, Thriller, Atmospheric, Psychological, Puzzle Platformer, Dark, Psychological Horror, Singleplayer, Platformer, Emotional, Mystery, Horror, Puzzle, 2D Platformer, Action, Cinematic",True,False,,"21 Aug, 2020",Hidden Layer Games,Chucklefish,"English, Russian, French, Italian, German, Spanish - Spain, Arabic, Dutch, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, Traditional Chinese, Turkish","(4,891)","(5,338)",447,"205.000,00₫",-50%
Niche - a genetics survival game,"Indie, Simulation, Strategy","Adventure, Turn-Based Strategy, Turn-Based, Nature, Sandbox, Survival, RPG, Strategy, Simulation, Education, Exploration, Resource Management, Family Friendly, Relaxing, Board Game, Funny, Roguelike, Procedural Generation, Management, Life Sim",True,False,Stray Fawn Studio,"15 Sep, 2016",Stray Fawn Studio,Stray Fawn Publishing,"English, German, French, Spanish - Spain, Portuguese - Brazil, Traditional Chinese, Simplified Chinese, Russian, Japanese, Polish","(4,093)","(4,716)",623,"239.000,00₫",-70%
TOEM,"Adventure, Casual, Indie","Cozy, Wholesome, Adventure, Puzzle, Exploration, Cute, Relaxing, Casual, Photo Editing, Hand-drawn, Funny, Hidden Object, Family Friendly, Atmospheric, Singleplayer, Cartoon, Music, Soundtrack, Stylized, Nature",True,False,,"17 Sep, 2021",Something We Made,Something We Made,"English, French, German, Spanish - Spain, Simplified Chinese, Japanese, Russian, Korean, Portuguese - Brazil, Swedish, Traditional Chinese, Turkish","(4,678)","(4,716)",38,"260.000,00₫",-50%
XSOverlay,"Utilities, Early Access","Utilities, Early Access, VR, Singleplayer, Software, Casual",False,False,,"3 Mar, 2020",Xiexe,Xiexe,"English, Japanese, Spanish - Latin America, French, Italian, German, Spanish - Spain, Danish, Dutch, Finnish, Hungarian, Korean, Norwegian, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Traditional Chinese, Ukrainian",971,"(1,104)",133,"120.000,00₫",
,,,,,,,,,,,,,"87.500,00₫",-20%
Atelier Lulua ~The Scion of Arland~,RPG,"RPG, Anime, JRPG, Female Protagonist, Cute, Crafting, Singleplayer, Fantasy, Great Soundtrack, Adventure, Turn-Based, Story Rich",True,False,"KOEI TECMO GAMES CO., LTD.","20 May, 2019","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","English, Simplified Chinese, Traditional Chinese, Japanese",463,511,48,"480.000,00₫",-50%
,,,,,,,,,,,,,"87.500,00₫",-20%
Meg's Monster,"Adventure, Indie, RPG","Indie, Pixel Graphics, Linear, JRPG, Adventure, 2D, Emotional, Singleplayer, Wholesome, Turn-Based, RPG, Underground, Interactive Fiction, Story Rich, Soundtrack, Funny, Cute, Colorful, Family Friendly, Retro",True,False,Odencat,"2 Mar, 2023",Odencat,Odencat,"English, Japanese, French, Italian, German, Korean, Portuguese - Brazil, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Spanish - Spain, Turkish",753,765,12,"205.000,00₫",-25%
Quiplash,"Casual, Indie, Strategy","Casual, Multiplayer, Comedy, Indie, Strategy, Co-op, Local Multiplayer, Party, Family Friendly, Party Game, Funny, Board Game",True,False,,"30 Jun, 2015","Jackbox Games, Inc.","Jackbox Games, Inc.",English,"(1,836)","(2,042)",206,"142.000,00₫",-60%
,,,,,,,,,,,,,"80.000,00₫",-50%
,,,,,,,,,,,,,"244.000,00₫",-60%
,,,,,,,,,,,,,"195.000,00₫",-30%
Ragnarok Online,"Free to Play, Massively Multiplayer, RPG","Free to Play, RPG, MMORPG, Massively Multiplayer, Anime, Fantasy, Multiplayer, Adventure, JRPG, Great Soundtrack, Old School, Nudity, 2D",False,False,,"1 Jun, 2003",Gravity Interactive,Gravity Interactive,English,"(1,508)","(2,073)",565,Free,
,,,,,,,,,,,,,"165.000,00₫",-50%
,,,,,,,,,,,,,"244.000,00₫",-50%
Pogostuck: Rage With Your Friends,"Action, Adventure, Casual, Indie","Psychological Horror, Precision Platformer, Difficult, Multiplayer, Adventure, Platformer, Action, Funny, Indie, Side Scroller, Replay Value, Procedural Generation, Singleplayer, Co-op, 2.5D, Roguelite, Casual, Skating, Skateboarding, Colorful",False,False,,"28 Feb, 2019",Hendrik Felix Pohl,Hendrik Felix Pohl,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Simplified Chinese, Russian, Thai, Traditional Chinese, Turkish, Czech","(4,695)","(5,589)",894,"90.000,00₫",-50%
,,,,,,,,,,,,,"143.000,00₫",-66%
MAMIYA,"Action, Adventure, Casual","Psychological Horror, Visual Novel, Story Rich, Noir, 2D, LGBTQ+, Horror, Anime, Choices Matter, Multiple Endings, Casual, Drama, Mystery, Emotional, Action, Stylized, Dark Fantasy, Atmospheric, Adventure, Dark",True,True,,"30 Apr, 2021",Kenkou Land,Fruitbat Factory,"English, Japanese",143,145,2,"260.000,00₫",-33%
Hooked on You: A Dead by Daylight Dating Sim™,Casual,"Psychological Horror, Dating Sim, Visual Novel, Choose Your Own Adventure, Romance, 2D, Text-Based, Anime, Comedy, Choices Matter, Funny, LGBTQ+, Memes, Casual, Singleplayer, Colorful, Mature, Story Rich, Cult Classic, Horror",False,True,Dead by Daylight,"3 Aug, 2022",Psyop,Behaviour Interactive Inc.,"English, French, German, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, Spanish - Latin America, Spanish - Spain","(5,075)","(5,600)",525,"110.000,00₫",-50%
Motorsport Manager,"Racing, Simulation, Sports, Strategy","Management, Racing, Simulation, Strategy, Sports, Automobile Sim, Singleplayer, Multiplayer, Difficult, Action, Great Soundtrack, Economy",True,False,,"9 Nov, 2016",Playsport Games,SEGA,"English, French, Italian, German, Spanish - Spain, Polish, Russian, Portuguese - Brazil, Dutch, Hungarian","(11,768)","(12,816)","(1,048)","536.000,00₫",-85%
,,,,,,,,,,,,,"102.000,00₫",-20%
,,,False,False,,,,,,,,,"1.499.000,00₫",-40%
Supreme Ruler 2030,"Simulation, Strategy","War, Tactical, Simulation, RTS, Wargame, Political, Grand Strategy, Moddable, Military, Strategy, Management, Multiplayer, Singleplayer, Sandbox, Diplomacy, Modern, Politics, Economy, Real Time Tactics, 3D",False,False,Supreme Ruler,"25 Jul, 2023",BattleGoat Studios,BattleGoat Studios,"English, French, Italian, German, Spanish - Spain",183,269,86,"385.000,00₫",-50%
,,,,,,,,,,,,,"400.000,00₫",-60%
,,,False,False,,,,,,,,,"1.360.000,00₫",-61%
TOGETHER BnB,"Adventure, Casual, Indie, RPG, Simulation, Early Access","Early Access, Sexual Content, 3D, Dating Sim, Open World, Simulation, FPS, Visual Novel, Life Sim, Adventure, Anime, Casual, RPG, Cute, Indie, Exploration, First-Person, Realistic, Beautiful, Walking Simulator",False,True,,"9 Apr, 2021",AURORA Games,AURORA Games,"English, Simplified Chinese, Traditional Chinese","(4,100)","(6,483)","(2,383)","257.500,00₫",-30%
DEEEER Simulator: Your Average Everyday Deer Game,"Action, Casual, Indie, Simulation","Exploration, Sandbox, Physics, Funny, Third Person, Cute, Parody, Surreal, Open World, Horses, Action, Simulation, Comedy, Casual, Fantasy, Memes, Adventure, Destruction, Singleplayer, Indie",True,False,PLAYISM,"23 Nov, 2021",Gibier Games,PLAYISM,"English, Japanese, Simplified Chinese, Traditional Chinese, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Korean","(3,025)","(3,301)",276,"165.000,00₫",-50%
Oxenfree,"Adventure, Indie","Story Rich, Choices Matter, Atmospheric, Supernatural, Female Protagonist, Mystery, Indie, Adventure, Horror, Great Soundtrack, Singleplayer, Multiple Endings, Psychological Horror, Thriller, Walking Simulator, Side Scroller, 2.5D, 2D, Short, Lovecraftian",True,False,,"14 Jan, 2016",Night School Studio,Night School Studio,"English, French, Italian, German, Spanish - Spain, Russian, Simplified Chinese","(10,287)","(11,150)",863,"120.000,00₫",
EverQuest II,"Free to Play, Massively Multiplayer, RPG","Free to Play, Massively Multiplayer, RPG, MMORPG, Crafting, Fantasy, Open World, Adventure, Multiplayer, Exploration, Action, Character Customization, Singleplayer, Classic, Sandbox, Third Person, First-Person",True,False,,"7 Dec, 2011",Darkpaw Games,Daybreak Game Company,English,"(1,848)","(2,345)",497,Free,
Train Valley 2,"Adventure, Casual, Indie, Simulation, Strategy","Open World, Resource Management, Puzzle, Minimalist, Stylized, Family Friendly, Time Management, Adventure, Atmospheric, Tactical, Difficult, City Builder, Sandbox, Third Person, Strategy, Simulation, Casual, Indie, Management, Cute",True,False,Train Valley,"15 Apr, 2019",Alexey Davydov,Flazm,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Korean, Turkish, Czech, Swedish","(2,249)","(2,490)",241,"165.000,00₫",-30%
War Mongrels,"Action, Adventure, Strategy","Real Time Tactics, Stealth, Strategy, Co-op Campaign, Action, Atmospheric, Isometric, World War II, Tactical, Story Rich, Co-op, Online Co-Op, Historical, Realistic, Singleplayer, Dark, Top-Down, Twin Stick Shooter, Action RTS, Action-Adventure",True,True,Destructive Creations,"19 Oct, 2021",Destructive Creations,Destructive Creations,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Korean, Turkish, Traditional Chinese","(1,190)","(1,635)",445,"430.000,00₫",-80%
Plutocracy,"Indie, Simulation, Strategy, Early Access","Economy, Strategy, Simulation, Indie, Management, Early Access, Political, Political Sim, Violent, Singleplayer, Nudity, Politics, Capitalism",True,True,,"21 Nov, 2019",Redwood,Redwood,"English, Russian, Spanish - Spain, Simplified Chinese, Italian, German",794,"(1,003)",209,"321.000,00₫",
Instruments of Destruction,"Action, Casual, Indie, Simulation, Strategy, Early Access","Destruction, Physics, Building, Sandbox, Simulation, Isometric, Automobile Sim, Vehicular Combat, Driving, Indie, Action, Early Access, Strategy, 3D, Funny, Stylized, Modern, Tanks, Singleplayer, Casual",False,False,,"2 Mar, 2022",Radiangames,Radiangames,English,826,871,45,"188.000,00₫",-30%
VAIL VR,"Action, Casual, Strategy, Early Access","Early Access, VR, Shooter, Action, FPS, Multiplayer, Military, First-Person, PvP, Team-Based, Competitive, Physics, Gun Customization, Tactical, Futuristic, eSports, Strategy, Casual, Minimalist, Realistic",True,False,,"16 Nov, 2022",AEXLAB,AEXLAB,English,"(1,038)","(1,354)",316,"260.000,00₫",-90%
Combat Mission Fortress Italy,Strategy,"Strategy, Simulation, Wargame, PvP, Multiplayer, Singleplayer, RTS, Turn-Based Strategy, Real Time Tactics, Turn-Based Tactics, 3D, World War II, Historical, Military, Old School, Tactical, War, Combat, PvE, Turn-Based Combat",True,False,,"12 Sep, 2023",Battlefront,Slitherine Ltd.,"English, French, Italian, German, Spanish - Spain",23,24,1,"705.000,00₫",-15%
DoDonPachi Resurrection,Action,"Bullet Hell, Shoot 'Em Up, Arcade, Action, Anime, Great Soundtrack, Difficult, Shooter, 2D, Classic",True,False,,"13 Oct, 2016","CAVE Interactive CO.,LTD.",KOMODO,"English, Japanese",825,861,36,"385.000,00₫",-65%
Human Resource Machine,"Casual, Indie, Simulation","Programming, Puzzle, Indie, Casual, Education, Simulation, Singleplayer, Automation, Touch-Friendly, Logic, Comedy, Difficult, Funny, Great Soundtrack, Satire, Sandbox, Experimental, Resource Management, 2D",True,False,Tomorrow Corporation,"15 Oct, 2015",Tomorrow Corporation,Tomorrow Corporation,"English, French, German, Spanish - Spain, Dutch, Polish, Italian, Russian, Portuguese - Brazil, Swedish, Norwegian, Czech, Danish, Hungarian, Simplified Chinese, Turkish, Japanese, Korean, Traditional Chinese","(3,778)","(4,023)",245,"165.000,00₫",-66%
,,,,,,,,,,,,,"99.000,00₫",-40%
XSOverlay,"Utilities, Early Access","Utilities, Early Access, VR, Singleplayer, Software, Casual",False,False,,"3 Mar, 2020",Xiexe,Xiexe,"English, Japanese, Spanish - Latin America, French, Italian, German, Spanish - Spain, Danish, Dutch, Finnish, Hungarian, Korean, Norwegian, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Traditional Chinese, Ukrainian",971,"(1,104)",133,"120.000,00₫",
Day of the Tentacle Remastered,Adventure,"Point & Click, Adventure, Classic, Time Travel, Comedy, 1990's, Cartoony, Puzzle, Singleplayer, Funny, Retro, Cult Classic, Remake, 2D, Story Rich, Great Soundtrack, Pixel Graphics, Sci-fi, Family Friendly, Alternate History",False,False,,"21 Mar, 2016",Double Fine Productions,Double Fine Productions,"English, French, Italian, German, Spanish - Spain","(3,931)","(4,057)",126,"165.000,00₫",-77%
,,,,,,,,,,,,,"42.000,00₫",-65%
,,,,,,,,,,,,,"166.500,00₫",-75%
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,RPG,"RPG, Roguelike, Mystery Dungeon, Dungeon Crawler, Pixel Graphics, Traditional Roguelike, 2D, Turn-Based, Anime, JRPG, Difficult, Singleplayer",False,False,,"2 Dec, 2020","Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.","English, Japanese, Simplified Chinese, Traditional Chinese",541,687,146,"188.000,00₫",
Welcome to the Game II,"Indie, Simulation, Strategy","Horror, Hacking, Strategy, Psychological Horror, Indie, Simulation, Difficult, Singleplayer, First-Person, Nudity, Violent, Sexual Content, Survival Horror, Dark, Puzzle, Atmospheric, Memes, Gore, Multiplayer, Funny",False,False,,"3 Apr, 2018",Reflect Studios,Reflect Studios,English,"(2,387)","(2,751)",364,"142.000,00₫",-50%
Frozen Flame,"Action, Adventure, RPG, Early Access","Early Access, Open World Survival Craft, Online Co-Op, Adventure, Base Building, RPG, Exploration, Open World, Action, Survival, Co-op Campaign, Sandbox, Fantasy, Colorful, Building, PvP, Dark Fantasy, Crafting, Multiplayer, Hack and Slash",True,True,Ravenage,"17 Nov, 2022",Dreamside Interactive,Ravenage Games,"English, Russian, Simplified Chinese, Traditional Chinese, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil","(1,859)","(2,667)",808,"385.000,00₫",-20%
Depth,"Action, Indie","Shooter, Multiplayer, Underwater, Atmospheric, Team-Based, FPS, Gore, Horror, Survival, Hunting, Co-op, Survival Horror, PvP, Action, Exploration, Adventure, Singleplayer, First-Person, Third Person, Online Co-Op",True,True,,"3 Nov, 2014",Digital Confectioners,Digital Confectioners,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Turkish, Japanese, Korean, Simplified Chinese, Traditional Chinese","(28,583)","(32,527)","(3,944)","188.000,00₫",-65%
Vampire: The Masquerade - Bloodhunt,"Action, Free to Play","Multiplayer, Battle Royale, Vampire, PvP, Third-Person Shooter, Combat, Survival, Shooter, Supernatural, Action, Realistic, Parkour, Free to Play, Third Person, 3D, Dark, Stylized, Gothic, Character Customization, Tactical",False,True,World of Darkness,"27 Apr, 2022",Sharkmob AB,Sharkmob AB,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese","(39,513)","(52,901)","(13,388)",Free,
Thumper,"Action, Indie","Rhythm, Indie, Action, Psychedelic, Great Soundtrack, Music, Difficult, VR, Atmospheric, Singleplayer, Fast-Paced, Dark, Horror, Arcade, Psychological Horror, Lovecraftian, Racing, Dark Fantasy, Fantasy, Action-Adventure",True,False,,"10 Oct, 2016",Drool,Drool,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Danish, Dutch, Finnish, Norwegian, Polish, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish","(3,598)","(3,907)",309,"188.000,00₫",-80%
Shadow Man Remastered,"Action, Adventure","Action, Adventure, Action-Adventure, Horror, Platformer, Shooter, Exploration, Puzzle, Third Person, Metroidvania, 3D Platformer, 3D, Atmospheric, Third-Person Shooter, Retro, Dark, Old School, Demons, Surreal, Combat",False,True,Shadow Man,"15 Apr, 2021",Nightdive Studios,Nightdive Studios,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil","(1,057)","(1,118)",61,"188.000,00₫",-50%
Garten of Banban 4,"Action, Adventure, Casual, Indie","Horror, Singleplayer, First-Person, Cartoony, Puzzle, Psychological Horror, Dark, Survival Horror, 3D, Action, Atmospheric, Walking Simulator, Mystery, Lore-Rich, Adventure, Casual, Surreal, Thriller, Story Rich, Action-Adventure",False,False,,"11 Aug, 2023",Euphoric Brothers,Euphoric Brothers,"English, French, Italian, German, Spanish - Spain, Arabic, Indonesian, Japanese, Korean, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Turkish",994,"(1,345)",351,"142.000,00₫",-20%
,,,False,False,,,,,,,,,"3.120.000,00₫",-63%
Swordsman VR,"Action, RPG","VR, Action, Swordplay, Violent, RPG, Gore, Hack and Slash, Character Customization, Fighting, Combat, Singleplayer, First-Person, Soundtrack, Medieval, Magic, Physics, Action RPG, Realistic, Beat 'em up, Horror",False,True,,"25 Sep, 2020",Sinn Studio Inc.,Sinn Studio Inc.,"English, Japanese, Korean, Simplified Chinese, Traditional Chinese, French, German, Spanish - Spain, Spanish - Latin America",392,538,146,"188.000,00₫",-35%
,,,,,,,,,,,,,"170.000,00₫",-25%
,,,,,,,,,,,,,"140.000,00₫",-51%
,,,,,,,,,,,,,"215.000,00₫",-80%
,,,,,,,,,,,,,"120.000,00₫",-30%
,,,,,,,,,,,,,"174.000,00₫",
Idle Skilling,"Casual, Free to Play, Indie, Simulation","Free to Play, Idler, Simulation, Clicker, PvE, Resource Management, Old School, Singleplayer, Pixel Graphics, Casual, Retro, Crafting, Relaxing, Management, RPG, Sandbox, 2D, Nonlinear, Cute, Family Friendly",False,False,,"15 Sep, 2022",Lavaflame2,Lavaflame2,English,"(1,362)","(1,880)",518,Free,
LEGO® Indiana Jones™ 2: The Adventure Continues,Adventure,"LEGO, Adventure, Local Co-Op, Action, Comedy, Family Friendly, Singleplayer, Level Editor, Co-op, Open World, Funny, Multiplayer, Puzzle, Controller",False,False,,"18 Feb, 2010",Traveller's Tales,LucasArts,"English, French, Italian, German, Spanish - Spain","(1,213)","(1,448)",235,"260.000,00₫",-75%
Trinity Trigger,"Action, RPG","Action, RPG, JRPG, Fantasy, Action RPG, Story Rich, Co-op, Combat, Anime, War, Cute, Isometric, 3D, Drama, Hack and Slash, Local Co-Op, Local Multiplayer, Multiplayer, Singleplayer, Dungeon Crawler",True,False,,"25 Apr, 2023",FURYU Corporation,XSEED Games,"English, Japanese",47,61,14,"470.000,00₫",-40%
"Haiku, the Robot","Action, Adventure, Indie","Metroidvania, Adventure, Exploration, Pixel Graphics, Atmospheric, Open World, Robots, Platformer, 2D Platformer, Side Scroller, Dark Fantasy, Cute, 2D, Retro, Lore-Rich, Controller, Nonlinear, Story Rich, Action-Adventure, Singleplayer",False,False,,"28 Apr, 2022",Mister Morris Games,Mister Morris Games,"English, Portuguese - Brazil, Spanish - Latin America, German, Japanese, Simplified Chinese","(1,900)","(2,094)",194,"188.000,00₫",-40%
Crossfire: Sierra Squad,"Action, Casual","FPS, PvE, Action-Adventure, Shooter, Arcade, VR, First-Person, Story Rich, Action, Casual, Sniper, Military, War, Combat, Artificial Intelligence, Modern, Co-op, Online Co-Op, Multiplayer, Singleplayer",False,True,,"1 Nov, 2023",Smilegate Entertainment,Smilegate Entertainment,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Portuguese - Brazil",207,301,94,"385.000,00₫",-25%
